------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yyyy Filter LowFrequencyExtension -----------
Serial Number: TAS1E25150490
Start Time 13:15:00
Start Date 3/28/2018
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:18:42
Download Date 3/30/2018
Current Memory Address: 0
Current Battery Voltage: 4.12     Mode = 12
--------------------------------------------------
Axis1,Axis2,Axis3,vectormagnitude,timestamp
0,0,0,0,2018-03-29 10:09:00
0,0,0,0,2018-03-29 10:10:00
0,0,0,0,2018-03-29 10:11:00
0,0,0,0,2018-03-29 10:12:00
0,0,0,0,2018-03-29 10:13:00
961,416,400,1121,2018-03-29 10:14:00
5793,6515,7618,11577,2018-03-29 10:15:00
5818,6819,6391,11009,2018-03-29 10:16:00
4568,5684,5500,9134,2018-03-29 10:17:00
3335,4410,3905,6769,2018-03-29 10:18:00
2113,3019,1032,3827,2018-03-29 10:19:00
1479,1764,767,2426,2018-03-29 10:20:00
1612,1712,749,2468,2018-03-29 10:21:00
1721,1794,2021,3204,2018-03-29 10:22:00
1496,1468,591,2178,2018-03-29 10:23:00
2940,3248,3489,5601,2018-03-29 10:24:00
4523,6891,3416,8923,2018-03-29 10:25:00
744,1314,909,1763,2018-03-29 10:26:00
3218,5469,3254,7131,2018-03-29 10:27:00
5374,6028,6470,10348,2018-03-29 10:28:00
3980,3374,4480,6877,2018-03-29 10:29:00
3928,5709,4009,8006,2018-03-29 10:30:00
2973,4121,4212,6600,2018-03-29 10:31:00
1460,1182,3001,3540,2018-03-29 10:32:00
977,1116,1497,2107,2018-03-29 10:33:00
903,738,1383,1809,2018-03-29 10:34:00
3185,2419,3713,5457,2018-03-29 10:35:00
1282,836,2274,2741,2018-03-29 10:36:00
2221,1693,3358,4368,2018-03-29 10:37:00
854,768,1253,1700,2018-03-29 10:38:00
84,56,4,101,2018-03-29 10:39:00
384,274,547,722,2018-03-29 10:40:00
206,232,416,519,2018-03-29 10:41:00
203,39,45,212,2018-03-29 10:42:00
130,168,149,259,2018-03-29 10:43:00
12,0,0,12,2018-03-29 10:44:00
104,153,281,336,2018-03-29 10:45:00
227,160,472,548,2018-03-29 10:46:00
439,542,389,799,2018-03-29 10:47:00
97,96,59,149,2018-03-29 10:48:00
499,547,545,919,2018-03-29 10:49:00
105,302,263,414,2018-03-29 10:50:00
14,0,0,14,2018-03-29 10:51:00
467,462,687,951,2018-03-29 10:52:00
1308,1554,1871,2762,2018-03-29 10:53:00
231,127,217,341,2018-03-29 10:54:00
445,404,865,1053,2018-03-29 10:55:00
167,481,337,611,2018-03-29 10:56:00
1634,1488,2457,3305,2018-03-29 10:57:00
345,397,972,1105,2018-03-29 10:58:00
216,95,116,263,2018-03-29 10:59:00
336,536,678,927,2018-03-29 11:00:00
430,467,808,1028,2018-03-29 11:01:00
27,0,2,27,2018-03-29 11:02:00
32,0,9,33,2018-03-29 11:03:00
719,430,1416,1645,2018-03-29 11:04:00
477,416,406,752,2018-03-29 11:05:00
525,441,505,852,2018-03-29 11:06:00
949,1027,1046,1746,2018-03-29 11:07:00
263,246,390,531,2018-03-29 11:08:00
1030,885,1011,1693,2018-03-29 11:09:00
647,786,830,1314,2018-03-29 11:10:00
3,0,0,3,2018-03-29 11:11:00
791,1265,1451,2081,2018-03-29 11:12:00
63,291,456,545,2018-03-29 11:13:00
6,0,0,6,2018-03-29 11:14:00
1524,1708,1599,2792,2018-03-29 11:15:00
820,1858,2014,2860,2018-03-29 11:16:00
8,0,0,8,2018-03-29 11:17:00
347,518,556,835,2018-03-29 11:18:00
208,560,543,807,2018-03-29 11:19:00
898,1483,1715,2439,2018-03-29 11:20:00
599,697,830,1238,2018-03-29 11:21:00
99,34,80,132,2018-03-29 11:22:00
285,486,540,780,2018-03-29 11:23:00
46,30,18,58,2018-03-29 11:24:00
155,76,44,178,2018-03-29 11:25:00
489,356,713,935,2018-03-29 11:26:00
298,233,451,589,2018-03-29 11:27:00
307,489,705,911,2018-03-29 11:28:00
2385,1629,2181,3619,2018-03-29 11:29:00
900,1165,1032,1798,2018-03-29 11:30:00
1486,889,1275,2150,2018-03-29 11:31:00
901,776,1614,2005,2018-03-29 11:32:00
589,535,1142,1392,2018-03-29 11:33:00
66,33,44,86,2018-03-29 11:34:00
752,860,748,1366,2018-03-29 11:35:00
1271,1505,2138,2907,2018-03-29 11:36:00
344,361,404,642,2018-03-29 11:37:00
35,3,0,35,2018-03-29 11:38:00
41,0,13,43,2018-03-29 11:39:00
848,790,1637,2006,2018-03-29 11:40:00
644,620,734,1157,2018-03-29 11:41:00
573,251,322,704,2018-03-29 11:42:00
21,7,5,23,2018-03-29 11:43:00
4,0,0,4,2018-03-29 11:44:00
469,324,528,777,2018-03-29 11:45:00
1385,1017,1192,2091,2018-03-29 11:46:00
1691,1538,1859,2946,2018-03-29 11:47:00
268,689,428,854,2018-03-29 11:48:00
343,229,487,638,2018-03-29 11:49:00
150,283,526,616,2018-03-29 11:50:00
1211,1058,931,1858,2018-03-29 11:51:00
2230,2222,3158,4459,2018-03-29 11:52:00
837,546,1141,1517,2018-03-29 11:53:00
3238,4364,3745,6600,2018-03-29 11:54:00
3633,4309,3687,6735,2018-03-29 11:55:00
2178,3234,3069,4962,2018-03-29 11:56:00
3670,5268,5057,8173,2018-03-29 11:57:00
6628,7256,6299,11673,2018-03-29 11:58:00
2910,4887,3982,6943,2018-03-29 11:59:00
3255,4665,3718,6796,2018-03-29 12:00:00
3312,4676,5304,7808,2018-03-29 12:01:00
2351,3547,2842,5117,2018-03-29 12:02:00
1687,2543,1358,3340,2018-03-29 12:03:00
1910,2583,2148,3864,2018-03-29 12:04:00
4020,3881,4573,7220,2018-03-29 12:05:00
1509,1646,1663,2784,2018-03-29 12:06:00
220,712,249,786,2018-03-29 12:07:00
106,471,205,525,2018-03-29 12:08:00
255,761,401,897,2018-03-29 12:09:00
283,613,296,737,2018-03-29 12:10:00
109,531,319,629,2018-03-29 12:11:00
310,806,394,949,2018-03-29 12:12:00
978,1586,2893,3441,2018-03-29 12:13:00
1635,2279,2713,3902,2018-03-29 12:14:00
346,384,386,645,2018-03-29 12:15:00
1784,2109,2719,3876,2018-03-29 12:16:00
933,1217,1787,2355,2018-03-29 12:17:00
396,348,360,638,2018-03-29 12:18:00
444,356,459,731,2018-03-29 12:19:00
632,807,899,1363,2018-03-29 12:20:00
897,1592,447,1881,2018-03-29 12:21:00
1688,1866,1379,2869,2018-03-29 12:22:00
399,855,468,1053,2018-03-29 12:23:00
428,571,983,1215,2018-03-29 12:24:00
0,0,35,35,2018-03-29 12:25:00
0,0,11,11,2018-03-29 12:26:00
172,88,61,203,2018-03-29 12:27:00
1835,2353,1804,3487,2018-03-29 12:28:00
161,576,1113,1264,2018-03-29 12:29:00
390,502,581,861,2018-03-29 12:30:00
496,309,857,1037,2018-03-29 12:31:00
2700,3561,2555,5148,2018-03-29 12:32:00
3072,4399,2178,5791,2018-03-29 12:33:00
979,251,1022,1437,2018-03-29 12:34:00
156,125,74,213,2018-03-29 12:35:00
369,399,352,648,2018-03-29 12:36:00
1701,3640,1417,4260,2018-03-29 12:37:00
2179,3614,1527,4488,2018-03-29 12:38:00
45,26,58,78,2018-03-29 12:39:00
2931,4948,4743,7454,2018-03-29 12:40:00
1026,1184,804,1761,2018-03-29 12:41:00
1065,1174,1568,2230,2018-03-29 12:42:00
3559,4467,4789,7454,2018-03-29 12:43:00
5230,5353,6003,9594,2018-03-29 12:44:00
3438,4222,4639,7153,2018-03-29 12:45:00
3267,5195,5214,8053,2018-03-29 12:46:00
3013,5044,3138,6661,2018-03-29 12:47:00
3632,3667,5130,7277,2018-03-29 12:48:00
3296,3245,5361,7081,2018-03-29 12:49:00
3259,2629,5455,6877,2018-03-29 12:50:00
2904,2867,5563,6899,2018-03-29 12:51:00
3718,2007,7171,8323,2018-03-29 12:52:00
2463,2410,4747,5866,2018-03-29 12:53:00
3683,3526,4841,7031,2018-03-29 12:54:00
2573,2878,1498,4141,2018-03-29 12:55:00
3636,4100,5384,7682,2018-03-29 12:56:00
4702,3466,3418,6768,2018-03-29 12:57:00
2448,2982,3375,5126,2018-03-29 12:58:00
3364,4416,4309,7027,2018-03-29 12:59:00
2248,2065,3536,4671,2018-03-29 13:00:00
3146,4298,5170,7423,2018-03-29 13:01:00
3140,4857,4454,7300,2018-03-29 13:02:00
4364,5956,5487,9199,2018-03-29 13:03:00
5607,6832,3819,9628,2018-03-29 13:04:00
530,959,464,1190,2018-03-29 13:05:00
3531,5746,4013,7848,2018-03-29 13:06:00
3144,5049,3449,6876,2018-03-29 13:07:00
2648,3729,1990,4988,2018-03-29 13:08:00
4015,5586,5042,8529,2018-03-29 13:09:00
2994,3978,5289,7264,2018-03-29 13:10:00
1996,1742,1808,3207,2018-03-29 13:11:00
175,153,126,264,2018-03-29 13:12:00
601,445,508,904,2018-03-29 13:13:00
1345,1042,1160,2059,2018-03-29 13:14:00
0,4,0,4,2018-03-29 13:15:00
275,274,215,444,2018-03-29 13:16:00
260,251,203,414,2018-03-29 13:17:00
316,436,634,832,2018-03-29 13:18:00
209,356,616,742,2018-03-29 13:19:00
533,606,735,1092,2018-03-29 13:20:00
639,740,1410,1716,2018-03-29 13:21:00
466,208,421,662,2018-03-29 13:22:00
419,410,409,715,2018-03-29 13:23:00
250,237,268,436,2018-03-29 13:24:00
475,340,371,692,2018-03-29 13:25:00
384,530,440,789,2018-03-29 13:26:00
390,380,937,1084,2018-03-29 13:27:00
3,29,19,35,2018-03-29 13:28:00
186,189,141,300,2018-03-29 13:29:00
2233,1284,1227,2853,2018-03-29 13:30:00
2467,1004,1978,3318,2018-03-29 13:31:00
296,250,273,474,2018-03-29 13:32:00
972,975,1125,1778,2018-03-29 13:33:00
976,710,1378,1832,2018-03-29 13:34:00
373,470,1346,1474,2018-03-29 13:35:00
67,31,49,89,2018-03-29 13:36:00
99,0,69,121,2018-03-29 13:37:00
194,423,804,929,2018-03-29 13:38:00
444,204,261,554,2018-03-29 13:39:00
587,648,1902,2093,2018-03-29 13:40:00
328,176,147,400,2018-03-29 13:41:00
373,690,985,1259,2018-03-29 13:42:00
273,74,266,388,2018-03-29 13:43:00
256,161,321,441,2018-03-29 13:44:00
3061,2312,3116,4942,2018-03-29 13:45:00
1475,1333,1143,2293,2018-03-29 13:46:00
303,200,205,417,2018-03-29 13:47:00
818,1075,824,1582,2018-03-29 13:48:00
1158,1032,977,1833,2018-03-29 13:49:00
1369,1066,1771,2479,2018-03-29 13:50:00
905,745,876,1463,2018-03-29 13:51:00
589,686,442,1006,2018-03-29 13:52:00
2020,2640,2044,3902,2018-03-29 13:53:00
3202,4192,4767,7110,2018-03-29 13:54:00
2710,3575,4062,6052,2018-03-29 13:55:00
1382,2168,2521,3601,2018-03-29 13:56:00
72,280,320,431,2018-03-29 13:57:00
1089,809,763,1556,2018-03-29 13:58:00
1454,1056,1573,2388,2018-03-29 13:59:00
874,994,610,1457,2018-03-29 14:00:00
1113,1511,1446,2369,2018-03-29 14:01:00
1047,1497,1878,2620,2018-03-29 14:02:00
1161,1181,1169,2027,2018-03-29 14:03:00
74,263,345,440,2018-03-29 14:04:00
1001,720,1456,1908,2018-03-29 14:05:00
1029,891,1151,1783,2018-03-29 14:06:00
622,580,801,1168,2018-03-29 14:07:00
405,706,559,987,2018-03-29 14:08:00
42,118,255,284,2018-03-29 14:09:00
1145,791,3293,3575,2018-03-29 14:10:00
113,88,483,504,2018-03-29 14:11:00
1388,1019,1433,2240,2018-03-29 14:12:00
873,716,668,1312,2018-03-29 14:13:00
473,375,797,1000,2018-03-29 14:14:00
2094,1909,2452,3747,2018-03-29 14:15:00
2365,2042,2943,4292,2018-03-29 14:16:00
360,3,272,451,2018-03-29 14:17:00
235,60,184,304,2018-03-29 14:18:00
276,34,307,414,2018-03-29 14:19:00
428,150,1371,1444,2018-03-29 14:20:00
315,240,978,1055,2018-03-29 14:21:00
158,46,119,203,2018-03-29 14:22:00
305,132,520,617,2018-03-29 14:23:00
227,163,351,449,2018-03-29 14:24:00
272,321,278,504,2018-03-29 14:25:00
485,645,1389,1606,2018-03-29 14:26:00
957,781,1372,1846,2018-03-29 14:27:00
648,463,448,914,2018-03-29 14:28:00
1580,2123,1637,3112,2018-03-29 14:29:00
5181,6903,4403,9689,2018-03-29 14:30:00
3742,4999,4457,7672,2018-03-29 14:31:00
2967,4807,3997,6920,2018-03-29 14:32:00
3584,5035,5596,8337,2018-03-29 14:33:00
4624,6212,5831,9694,2018-03-29 14:34:00
958,1237,1171,1954,2018-03-29 14:35:00
324,391,357,621,2018-03-29 14:36:00
1994,1746,2254,3479,2018-03-29 14:37:00
2135,2297,3705,4854,2018-03-29 14:38:00
3913,6399,4154,8574,2018-03-29 14:39:00
4413,6482,3965,8787,2018-03-29 14:40:00
1009,1071,1523,2118,2018-03-29 14:41:00
1370,1079,1408,2241,2018-03-29 14:42:00
206,178,320,420,2018-03-29 14:43:00
370,123,441,589,2018-03-29 14:44:00
190,226,236,378,2018-03-29 14:45:00
519,113,547,762,2018-03-29 14:46:00
1180,550,1576,2044,2018-03-29 14:47:00
24,10,22,34,2018-03-29 14:48:00
478,255,516,748,2018-03-29 14:49:00
247,28,215,329,2018-03-29 14:50:00
250,293,560,680,2018-03-29 14:51:00
289,179,748,822,2018-03-29 14:52:00
1107,705,722,1498,2018-03-29 14:53:00
289,315,547,694,2018-03-29 14:54:00
112,107,136,206,2018-03-29 14:55:00
19,17,19,32,2018-03-29 14:56:00
136,106,397,433,2018-03-29 14:57:00
610,538,919,1227,2018-03-29 14:58:00
622,581,1007,1319,2018-03-29 14:59:00
1817,911,2362,3116,2018-03-29 15:00:00
291,237,332,501,2018-03-29 15:01:00
309,169,266,441,2018-03-29 15:02:00
934,707,722,1376,2018-03-29 15:03:00
329,69,427,543,2018-03-29 15:04:00
287,210,426,555,2018-03-29 15:05:00
480,222,436,685,2018-03-29 15:06:00
166,102,67,206,2018-03-29 15:07:00
868,462,821,1281,2018-03-29 15:08:00
845,553,976,1404,2018-03-29 15:09:00
867,405,549,1103,2018-03-29 15:10:00
1837,1649,1661,2975,2018-03-29 15:11:00
484,383,1453,1579,2018-03-29 15:12:00
224,22,247,334,2018-03-29 15:13:00
88,0,79,118,2018-03-29 15:14:00
616,705,524,1073,2018-03-29 15:15:00
378,306,514,708,2018-03-29 15:16:00
812,792,733,1351,2018-03-29 15:17:00
641,994,715,1382,2018-03-29 15:18:00
346,690,481,909,2018-03-29 15:19:00
1332,907,806,1802,2018-03-29 15:20:00
120,286,63,316,2018-03-29 15:21:00
68,65,29,98,2018-03-29 15:22:00
1326,476,889,1666,2018-03-29 15:23:00
871,437,456,1076,2018-03-29 15:24:00
246,116,965,1003,2018-03-29 15:25:00
62,133,61,159,2018-03-29 15:26:00
62,41,29,80,2018-03-29 15:27:00
1514,943,903,1999,2018-03-29 15:28:00
799,186,448,935,2018-03-29 15:29:00
224,487,106,546,2018-03-29 15:30:00
464,759,493,1017,2018-03-29 15:31:00
228,270,121,374,2018-03-29 15:32:00
820,549,1433,1740,2018-03-29 15:33:00
1012,639,972,1542,2018-03-29 15:34:00
450,449,1389,1528,2018-03-29 15:35:00
263,96,206,348,2018-03-29 15:36:00
222,522,360,672,2018-03-29 15:37:00
289,355,270,531,2018-03-29 15:38:00
259,79,661,714,2018-03-29 15:39:00
317,254,514,655,2018-03-29 15:40:00
256,132,949,992,2018-03-29 15:41:00
375,291,1152,1246,2018-03-29 15:42:00
267,250,911,982,2018-03-29 15:43:00
226,389,252,516,2018-03-29 15:44:00
894,1045,1470,2013,2018-03-29 15:45:00
58,24,40,74,2018-03-29 15:46:00
234,396,235,517,2018-03-29 15:47:00
543,340,370,740,2018-03-29 15:48:00
1260,697,695,1599,2018-03-29 15:49:00
925,415,1263,1620,2018-03-29 15:50:00
216,111,807,843,2018-03-29 15:51:00
74,270,74,290,2018-03-29 15:52:00
1521,1284,1792,2678,2018-03-29 15:53:00
87,15,66,110,2018-03-29 15:54:00
205,167,140,299,2018-03-29 15:55:00
285,70,422,514,2018-03-29 15:56:00
115,21,77,140,2018-03-29 15:57:00
421,840,775,1218,2018-03-29 15:58:00
1469,1008,1978,2662,2018-03-29 15:59:00
107,27,85,139,2018-03-29 16:00:00
556,664,992,1317,2018-03-29 16:01:00
67,163,159,237,2018-03-29 16:02:00
2392,2687,1728,3991,2018-03-29 16:03:00
2636,3397,3800,5738,2018-03-29 16:04:00
4440,4696,6999,9526,2018-03-29 16:05:00
1427,1800,1435,2708,2018-03-29 16:06:00
338,493,549,812,2018-03-29 16:07:00
287,467,276,614,2018-03-29 16:08:00
291,390,142,507,2018-03-29 16:09:00
333,311,207,500,2018-03-29 16:10:00
188,526,170,584,2018-03-29 16:11:00
307,168,267,440,2018-03-29 16:12:00
1303,1259,1016,2077,2018-03-29 16:13:00
218,197,161,335,2018-03-29 16:14:00
309,285,774,881,2018-03-29 16:15:00
383,431,461,738,2018-03-29 16:16:00
1155,1104,696,1743,2018-03-29 16:17:00
185,515,118,560,2018-03-29 16:18:00
1139,807,839,1629,2018-03-29 16:19:00
339,391,745,907,2018-03-29 16:20:00
1824,1162,992,2379,2018-03-29 16:21:00
346,342,459,669,2018-03-29 16:22:00
216,300,304,479,2018-03-29 16:23:00
118,2,109,161,2018-03-29 16:24:00
807,571,827,1289,2018-03-29 16:25:00
381,188,660,785,2018-03-29 16:26:00
1213,2034,1279,2692,2018-03-29 16:27:00
544,971,790,1365,2018-03-29 16:28:00
339,719,507,943,2018-03-29 16:29:00
596,701,417,1010,2018-03-29 16:30:00
1042,954,895,1672,2018-03-29 16:31:00
2166,3575,3093,5200,2018-03-29 16:32:00
1087,1963,1983,2995,2018-03-29 16:33:00
2156,4371,4102,6370,2018-03-29 16:34:00
3749,4683,3878,7143,2018-03-29 16:35:00
4146,6167,5174,9055,2018-03-29 16:36:00
875,428,1174,1525,2018-03-29 16:37:00
3193,2032,2554,4566,2018-03-29 16:38:00
1744,1290,1168,2464,2018-03-29 16:39:00
56,142,86,175,2018-03-29 16:40:00
558,398,781,1039,2018-03-29 16:41:00
177,220,280,398,2018-03-29 16:42:00
352,272,810,924,2018-03-29 16:43:00
124,244,237,362,2018-03-29 16:44:00
306,392,543,736,2018-03-29 16:45:00
746,834,1427,1813,2018-03-29 16:46:00
1786,1152,970,2336,2018-03-29 16:47:00
617,980,1005,1533,2018-03-29 16:48:00
1217,1270,1087,2068,2018-03-29 16:49:00
384,418,450,724,2018-03-29 16:50:00
277,184,357,488,2018-03-29 16:51:00
999,1199,1601,2236,2018-03-29 16:52:00
607,528,193,827,2018-03-29 16:53:00
1146,877,755,1629,2018-03-29 16:54:00
426,390,722,925,2018-03-29 16:55:00
3535,2631,2707,5172,2018-03-29 16:56:00
34,1,15,37,2018-03-29 16:57:00
1313,1350,1424,2361,2018-03-29 16:58:00
474,224,600,797,2018-03-29 16:59:00
723,469,1643,1855,2018-03-29 17:00:00
49,233,440,500,2018-03-29 17:01:00
353,210,297,507,2018-03-29 17:02:00
323,63,373,497,2018-03-29 17:03:00
1117,1323,1677,2410,2018-03-29 17:04:00
1737,1730,3115,3964,2018-03-29 17:05:00
143,363,573,693,2018-03-29 17:06:00
412,471,376,730,2018-03-29 17:07:00
59,0,22,63,2018-03-29 17:08:00
48,1,41,63,2018-03-29 17:09:00
144,0,77,163,2018-03-29 17:10:00
480,426,1193,1355,2018-03-29 17:11:00
250,44,526,584,2018-03-29 17:12:00
459,747,1058,1374,2018-03-29 17:13:00
270,328,499,655,2018-03-29 17:14:00
73,12,60,95,2018-03-29 17:15:00
117,122,125,210,2018-03-29 17:16:00
275,256,283,470,2018-03-29 17:17:00
46,4,142,149,2018-03-29 17:18:00
183,168,223,334,2018-03-29 17:19:00
59,0,50,77,2018-03-29 17:20:00
147,4,103,180,2018-03-29 17:21:00
400,179,621,760,2018-03-29 17:22:00
445,514,595,903,2018-03-29 17:23:00
238,323,358,538,2018-03-29 17:24:00
531,573,519,938,2018-03-29 17:25:00
323,604,569,890,2018-03-29 17:26:00
396,52,374,547,2018-03-29 17:27:00
481,41,383,616,2018-03-29 17:28:00
738,1041,1043,1648,2018-03-29 17:29:00
16,21,50,57,2018-03-29 17:30:00
642,1105,1107,1691,2018-03-29 17:31:00
565,307,463,792,2018-03-29 17:32:00
768,838,734,1353,2018-03-29 17:33:00
60,0,92,110,2018-03-29 17:34:00
928,951,1065,1703,2018-03-29 17:35:00
594,236,498,810,2018-03-29 17:36:00
278,402,315,581,2018-03-29 17:37:00
300,299,128,442,2018-03-29 17:38:00
478,633,848,1161,2018-03-29 17:39:00
147,29,374,403,2018-03-29 17:40:00
204,248,280,426,2018-03-29 17:41:00
247,266,525,638,2018-03-29 17:42:00
615,367,779,1058,2018-03-29 17:43:00
98,7,124,158,2018-03-29 17:44:00
225,267,307,465,2018-03-29 17:45:00
0,0,0,0,2018-03-29 17:46:00
0,0,0,0,2018-03-29 17:47:00
135,8,49,144,2018-03-29 17:48:00
836,805,1231,1692,2018-03-29 17:49:00
516,269,678,893,2018-03-29 17:50:00
208,279,290,453,2018-03-29 17:51:00
8,8,74,75,2018-03-29 17:52:00
417,329,468,708,2018-03-29 17:53:00
0,0,0,0,2018-03-29 17:54:00
711,577,591,1090,2018-03-29 17:55:00
1705,209,1197,2094,2018-03-29 17:56:00
776,834,577,1277,2018-03-29 17:57:00
960,693,926,1503,2018-03-29 17:58:00
112,191,451,502,2018-03-29 17:59:00
68,126,196,243,2018-03-29 18:00:00
585,356,326,758,2018-03-29 18:01:00
60,0,49,77,2018-03-29 18:02:00
89,0,41,98,2018-03-29 18:03:00
336,248,315,523,2018-03-29 18:04:00
127,5,185,224,2018-03-29 18:05:00
332,560,994,1188,2018-03-29 18:06:00
345,478,515,783,2018-03-29 18:07:00
468,315,635,849,2018-03-29 18:08:00
907,1168,880,1721,2018-03-29 18:09:00
681,1093,856,1546,2018-03-29 18:10:00
0,0,0,0,2018-03-29 18:11:00
31,0,71,77,2018-03-29 18:12:00
299,710,464,899,2018-03-29 18:13:00
596,326,789,1041,2018-03-29 18:14:00
672,730,1313,1646,2018-03-29 18:15:00
409,691,1145,1398,2018-03-29 18:16:00
236,35,213,320,2018-03-29 18:17:00
584,519,1531,1719,2018-03-29 18:18:00
409,286,959,1081,2018-03-29 18:19:00
208,277,421,545,2018-03-29 18:20:00
310,258,222,460,2018-03-29 18:21:00
149,229,297,404,2018-03-29 18:22:00
1231,866,1332,2010,2018-03-29 18:23:00
680,455,900,1216,2018-03-29 18:24:00
106,1,30,110,2018-03-29 18:25:00
80,167,271,328,2018-03-29 18:26:00
284,433,573,772,2018-03-29 18:27:00
368,693,480,920,2018-03-29 18:28:00
611,1013,1575,1970,2018-03-29 18:29:00
309,810,512,1007,2018-03-29 18:30:00
553,853,1323,1668,2018-03-29 18:31:00
1309,891,2050,2590,2018-03-29 18:32:00
4982,7275,6098,10721,2018-03-29 18:33:00
10498,6806,5270,13576,2018-03-29 18:34:00
2392,3026,3814,5424,2018-03-29 18:35:00
2330,3091,4136,5665,2018-03-29 18:36:00
6468,7302,6401,11667,2018-03-29 18:37:00
5139,7458,7017,11457,2018-03-29 18:38:00
4619,3486,3115,6572,2018-03-29 18:39:00
9967,8211,5127,13894,2018-03-29 18:40:00
12171,8432,5013,15632,2018-03-29 18:41:00
2101,2210,1450,3377,2018-03-29 18:42:00
2172,2915,1357,3880,2018-03-29 18:43:00
1997,2178,1634,3377,2018-03-29 18:44:00
1877,1922,1245,2961,2018-03-29 18:45:00
1786,1791,872,2675,2018-03-29 18:46:00
1901,2177,947,3041,2018-03-29 18:47:00
1428,1295,1851,2673,2018-03-29 18:48:00
1419,1859,1255,2654,2018-03-29 18:49:00
2456,3292,2363,4738,2018-03-29 18:50:00
4891,5218,4813,8621,2018-03-29 18:51:00
1444,1939,1814,3022,2018-03-29 18:52:00
670,829,1354,1723,2018-03-29 18:53:00
3680,4956,3505,7099,2018-03-29 18:54:00
5064,6143,4521,9155,2018-03-29 18:55:00
3607,3224,3933,6235,2018-03-29 18:56:00
3774,3736,4772,7140,2018-03-29 18:57:00
3554,4252,3576,6595,2018-03-29 18:58:00
2230,2647,3089,4639,2018-03-29 18:59:00
3482,3939,2713,5916,2018-03-29 19:00:00
2665,3051,3258,5199,2018-03-29 19:01:00
1255,1802,1362,2584,2018-03-29 19:02:00
2071,2857,2852,4537,2018-03-29 19:03:00
2896,3268,3201,5414,2018-03-29 19:04:00
562,917,766,1320,2018-03-29 19:05:00
4341,3303,3965,6744,2018-03-29 19:06:00
2649,2759,3917,5475,2018-03-29 19:07:00
898,1102,1397,1993,2018-03-29 19:08:00
4911,5213,5421,8982,2018-03-29 19:09:00
2872,3537,2787,5341,2018-03-29 19:10:00
707,937,1166,1655,2018-03-29 19:11:00
2662,3088,3625,5456,2018-03-29 19:12:00
4503,5138,4650,8264,2018-03-29 19:13:00
127,174,320,386,2018-03-29 19:14:00
3381,2765,3676,5709,2018-03-29 19:15:00
3301,3975,3263,6111,2018-03-29 19:16:00
2551,3059,3148,5077,2018-03-29 19:17:00
2711,2350,2583,4421,2018-03-29 19:18:00
3746,3831,3728,6527,2018-03-29 19:19:00
3554,3988,3269,6263,2018-03-29 19:20:00
1415,1915,2872,3731,2018-03-29 19:21:00
3660,3750,3475,6288,2018-03-29 19:22:00
2777,2329,2432,4365,2018-03-29 19:23:00
1460,2117,2736,3755,2018-03-29 19:24:00
2222,2434,2742,4287,2018-03-29 19:25:00
4820,5330,4657,8563,2018-03-29 19:26:00
2970,3392,4094,6090,2018-03-29 19:27:00
957,855,2090,2453,2018-03-29 19:28:00
1067,1424,1961,2648,2018-03-29 19:29:00
5177,4849,6166,9399,2018-03-29 19:30:00
3439,4294,3557,6551,2018-03-29 19:31:00
2583,5620,2901,6832,2018-03-29 19:32:00
2413,2854,2380,4431,2018-03-29 19:33:00
1440,1693,1105,2482,2018-03-29 19:34:00
1566,1313,725,2168,2018-03-29 19:35:00
2370,2448,1552,3744,2018-03-29 19:36:00
1821,1849,1317,2910,2018-03-29 19:37:00
2415,2442,1268,3661,2018-03-29 19:38:00
2440,2165,993,3410,2018-03-29 19:39:00
1730,2116,844,2861,2018-03-29 19:40:00
2349,2729,2511,4390,2018-03-29 19:41:00
1945,2038,1219,3070,2018-03-29 19:42:00
1291,1352,1261,2255,2018-03-29 19:43:00
2291,2758,1996,4104,2018-03-29 19:44:00
2024,2196,1882,3530,2018-03-29 19:45:00
3320,4715,3366,6677,2018-03-29 19:46:00
2301,3204,3487,5265,2018-03-29 19:47:00
3381,3591,3433,6009,2018-03-29 19:48:00
1806,1559,2463,3429,2018-03-29 19:49:00
0,0,0,0,2018-03-29 19:50:00
0,0,0,0,2018-03-29 19:51:00
0,0,0,0,2018-03-29 19:52:00
0,0,0,0,2018-03-29 19:53:00
0,0,0,0,2018-03-29 19:54:00
0,0,0,0,2018-03-29 19:55:00
0,0,0,0,2018-03-29 19:56:00
0,0,0,0,2018-03-29 19:57:00
0,0,0,0,2018-03-29 19:58:00
0,0,0,0,2018-03-29 19:59:00
0,0,0,0,2018-03-29 20:00:00
0,0,0,0,2018-03-29 20:01:00
0,0,0,0,2018-03-29 20:02:00
0,0,0,0,2018-03-29 20:03:00
556,632,606,1037,2018-03-29 20:04:00
3254,2572,3557,5464,2018-03-29 20:05:00
1696,980,2420,3113,2018-03-29 20:06:00
769,536,1923,2139,2018-03-29 20:07:00
1029,1335,2724,3203,2018-03-29 20:08:00
396,577,327,772,2018-03-29 20:09:00
0,0,0,0,2018-03-29 20:10:00
1124,901,926,1712,2018-03-29 20:11:00
1157,560,855,1544,2018-03-29 20:12:00
1446,1204,1352,2317,2018-03-29 20:13:00
