"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
1527 2 NA 1 1 NA 2 1 2 NA 1 69
1528 2 2 1 NA 70 2 1 1 1 1 49
1529 2 2 1 1 NA NA 1 NA 1 1 52
1530 2 2 NA NA NA 2 1 1 NA 1 64
1531 2 2 2 1 24 12 2 NA NA 1 25
1532 2 1 2 NA 33 2 1 NA NA 1 31
1532 3 1 2 1 4 NA 1 NA NA 1 31
1532 4 2 NA 1 NA 3 1 NA NA 1 31
1533 2 2 1 1 9 3 NA NA 1 1 40
1533 3 1 1 1 54 12 NA NA 1 1 40
1534 2 1 NA NA NA 2 1 2 1 1 48
1535 2 1 1 NA 72 6 NA NA NA 2 71
1536 2 NA 1 1 NA 2 NA 1 NA NA 67
1537 2 2 1 1 10 3 NA NA 1 1 33
1537 3 2 NA NA 9 3 NA NA 1 1 33
1537 4 2 1 NA 6 NA NA NA 1 1 33
1538 2 2 1 NA 57 2 1 1 NA 1 58
1539 2 2 NA 1 NA 2 NA 1 1 1 61
1539 3 1 1 1 32 3 NA 1 1 1 61
1539 4 2 1 1 88 7 NA 1 1 1 61
1540 2 1 NA 1 30 NA 2 NA 8 1 30
1541 2 2 1 1 NA 2 1 1 1 1 65
1542 2 2 2 1 NA NA NA 1 2 1 41
1542 3 2 2 1 14 3 NA 1 2 1 41
1543 2 2 1 NA NA 2 1 1 NA NA 74
1544 2 NA 1 1 NA NA NA 2 1 1 87
1544 3 1 1 NA 18 8 NA 2 1 1 87
1544 4 NA 1 1 49 NA NA 2 1 1 87
1545 2 2 1 1 47 2 NA NA 1 1 47
1545 3 1 NA 1 12 3 NA NA 1 1 47
1545 4 2 1 NA 9 3 NA NA 1 1 47
1546 2 1 1 1 40 3 1 NA NA 1 71
1547 2 NA 1 NA 70 2 NA NA 1 1 79
1548 2 2 1 1 NA 2 1 1 NA 1 61
1549 2 NA 1 2 59 NA NA 1 1 2 65
1549 3 1 NA 2 20 3 NA 1 1 2 65
1550 2 NA 2 1 19 NA NA 2 NA 1 40
1550 3 1 2 1 NA NA NA 2 NA 1 40
1550 4 1 2 1 52 NA NA 2 NA 1 40
1551 2 2 1 1 50 2 2 1 NA 1 57
1551 3 1 1 NA 56 12 2 1 NA 1 57
1552 2 1 NA 1 60 2 1 2 1 1 58
1553 2 NA NA 1 NA 2 1 2 1 1 81
1554 2 NA 1 1 75 NA 1 1 NA 1 75
1555 2 1 NA 1 90 7 2 2 2 1 26
1555 3 2 NA 1 59 7 2 2 2 1 26
1556 2 2 1 1 65 2 NA 1 NA 1 67
1557 2 NA 6 1 55 12 1 1 1 1 60
1558 2 2 1 1 NA NA NA NA NA 1 56
1559 2 NA NA 1 45 12 2 2 NA 1 49
1560 2 2 1 1 71 NA 1 1 1 1 73
1561 2 1 1 1 NA 2 1 2 1 NA 43
1562 2 2 1 1 NA 2 2 1 NA NA 28
1563 2 2 1 1 NA 2 1 1 NA NA 49
1564 2 2 1 1 62 2 NA 1 1 NA 62
1565 2 2 1 1 NA 2 NA 1 1 1 52
1565 3 1 1 NA 12 NA NA 1 1 1 52
1566 2 NA 1 1 48 2 NA NA 1 NA 54
1566 3 1 1 1 19 3 NA NA 1 NA 54
1566 4 NA NA 1 16 3 NA NA 1 NA 54
1567 2 1 1 1 65 2 2 2 1 1 65
1568 2 2 NA NA 36 2 NA 1 NA NA 31
1569 2 NA 1 1 NA 2 1 NA NA 1 67
1570 2 1 2 NA NA NA 2 2 1 1 29
1571 2 1 1 NA 42 NA 1 NA NA NA 37
1572 2 NA NA NA NA 2 2 1 1 1 78
1573 2 2 1 NA NA 2 1 1 1 5 69
1574 2 NA 1 1 48 NA 1 1 1 1 50
1574 3 NA 1 1 NA 3 1 1 1 1 50
1574 4 1 1 NA 19 NA 1 1 1 1 50
1575 2 NA 1 1 NA 2 1 2 NA NA 64
1576 2 2 7 1 35 2 2 NA NA 1 40
1576 3 NA 9 1 13 3 2 NA NA 1 40
1577 2 1 1 NA NA 2 2 2 1 1 57
1577 3 NA 1 1 26 3 2 2 1 1 57
1577 4 2 1 NA 26 3 2 2 1 1 57
1578 2 2 NA 4 80 2 1 1 1 NA 82
1579 2 1 1 1 11 NA 1 2 1 1 54
1579 3 NA NA 1 40 12 1 2 1 1 54
1580 2 2 NA 1 57 2 1 1 1 NA 60
1581 2 NA 1 NA 56 3 1 2 NA 1 71
1582 2 1 1 1 42 13 1 2 1 NA 44
1583 2 2 1 1 NA 2 1 NA 1 NA 55
1583 3 NA 1 1 28 NA 1 NA 1 NA 55
1584 2 NA 1 1 NA 2 1 1 1 1 34
1584 3 NA 1 NA 22 11 1 1 1 1 34
1585 2 2 1 NA 73 2 1 1 1 1 80
1586 2 1 1 1 76 2 1 NA 1 1 74
1587 2 1 2 1 6 NA 2 NA 2 NA 26
1587 3 1 2 1 5 3 2 NA 2 NA 26
1587 4 2 2 1 4 3 2 NA 2 NA 26
1588 2 2 NA 1 57 2 NA NA NA NA 57
1589 2 NA NA NA 27 3 1 1 1 1 58
1589 3 2 1 1 25 3 1 1 1 1 58
1590 2 NA 1 1 51 12 NA 1 1 1 53
1591 2 NA NA NA NA 2 1 1 NA 1 55
1591 3 NA 1 1 24 3 1 1 NA 1 55
1592 2 2 1 1 NA NA 1 1 NA NA 45
1592 3 1 NA 1 NA NA 1 1 NA NA 45
1593 2 1 6 1 32 3 2 2 NA 1 73
1593 3 2 NA 1 2 NA 2 2 NA 1 73
1593 4 2 6 1 33 NA 2 2 NA 1 73
1594 2 1 8 1 29 6 NA NA NA 1 32
1595 2 2 NA 1 NA 2 1 NA 1 NA 32
1595 3 NA 1 NA 3 3 1 NA 1 NA 32
1595 4 NA NA 1 1 3 1 NA 1 NA 32
1596 2 NA 1 NA 9 3 2 NA NA 3 49
1597 2 NA 1 1 NA 2 1 1 1 NA 51
1597 3 2 NA 1 8 3 1 1 1 NA 51
1597 4 1 1 1 4 3 1 1 1 NA 51
1598 2 NA 1 3 NA 2 1 1 1 NA 80
1599 2 2 NA 1 10 3 1 2 1 NA 50
1600 2 2 NA 1 8 3 2 2 1 1 34
1600 3 1 1 NA 6 3 2 2 1 1 34
1600 4 1 NA 1 46 12 2 2 1 1 34
1601 2 1 1 NA 73 NA NA 2 NA NA 73
1602 2 NA 1 NA NA NA 1 2 NA 5 78
1603 2 1 1 NA NA 3 2 2 1 1 29
1604 2 NA 1 2 16 3 1 2 NA 2 37
1604 3 1 NA 1 43 NA 1 2 NA 2 37
1605 2 2 NA NA 65 2 1 NA 1 1 67
1606 2 2 1 1 NA NA NA NA 1 1 47
1606 3 2 1 1 NA 3 NA NA 1 1 47
1606 4 1 1 1 8 3 NA NA 1 1 47
1607 2 2 1 1 57 NA 1 NA 1 1 66
1608 2 NA 6 1 NA 2 NA NA 6 1 39
1608 3 1 6 1 7 3 NA NA 6 1 39
1608 4 1 6 NA 3 NA NA NA 6 1 39
1609 2 NA 1 1 21 NA 1 2 1 1 59
1610 2 2 1 1 52 2 1 1 1 1 51
1610 3 1 1 NA 20 3 1 1 1 1 51
1610 4 1 1 1 NA 3 1 1 1 1 51
1611 2 NA NA 1 55 2 NA 1 NA 1 54
1611 3 1 1 1 28 3 NA 1 NA 1 54
1612 2 2 7 2 NA 7 1 1 7 2 38
1613 2 2 1 1 26 NA 2 1 1 NA 29
1614 2 2 1 1 32 12 NA NA 1 1 42
1615 2 2 2 1 NA NA 1 1 NA 1 50
1615 3 NA NA NA 18 3 1 1 NA 1 50
1615 4 1 2 1 13 NA 1 1 NA 1 50
1616 2 1 1 NA NA 2 1 2 NA 2 47
1617 2 NA 1 1 NA 2 1 NA 1 NA 47
1618 2 2 1 1 NA 2 1 NA 1 1 66
1619 2 1 7 NA 1 NA 1 2 1 1 32
1619 3 1 7 NA 43 12 1 2 1 1 32
1620 2 2 2 1 NA 2 1 1 2 1 67
1620 3 2 2 1 NA NA 1 1 2 1 67
1621 2 1 1 1 54 2 NA 2 NA 1 53
1621 3 NA NA 1 NA 3 NA 2 NA 1 53
1622 2 2 1 1 NA 2 NA 1 NA 1 68
1623 2 1 NA NA 54 2 NA 2 1 2 57
1624 2 2 NA NA NA 2 1 NA 1 NA 41
1624 3 NA 1 1 6 NA 1 NA 1 NA 41
1624 4 2 1 1 NA 3 1 NA 1 NA 41
1625 2 2 NA 1 73 NA NA 1 1 1 77
1626 2 2 1 1 17 3 1 2 1 NA 42
1626 3 2 1 NA 11 3 1 2 1 NA 42
1627 2 2 1 1 46 12 1 NA 1 NA 59
1628 2 2 4 1 NA 2 2 1 4 1 55
1628 3 1 NA NA 25 NA 2 1 4 1 55
1629 2 2 6 1 64 2 1 1 6 NA 59
1629 3 NA 6 1 33 NA 1 1 6 NA 59
1629 4 2 NA NA 24 12 1 1 6 NA 59
1630 2 2 1 NA NA NA 1 1 1 NA 51
1630 3 NA 1 NA 16 3 1 1 1 NA 51
1631 2 1 2 NA 13 3 2 NA 2 1 47
1631 3 2 NA 1 NA NA 2 NA 2 1 47
1632 2 1 NA 2 NA 2 1 2 7 NA 34
1632 3 NA NA NA 17 3 1 2 7 NA 34
1632 4 NA NA 2 13 3 1 2 7 NA 34
1633 2 1 8 1 20 12 2 2 NA 1 21
1634 2 2 1 1 NA 3 2 2 1 NA 39
1634 3 NA 1 1 9 3 2 2 1 NA 39
1634 4 1 NA 1 6 NA 2 2 1 NA 39
1635 2 1 NA 1 17 3 NA 2 1 1 46
1635 3 NA 1 1 14 NA NA 2 1 1 46
1635 4 2 1 1 10 3 NA 2 1 1 46
1636 2 1 8 1 32 2 NA 2 NA 1 29
1637 2 2 NA NA 65 NA 1 NA 1 NA 65
1638 2 2 6 1 38 NA 2 1 NA NA 43
1638 3 2 6 1 7 3 2 1 NA NA 43
1638 4 2 6 NA 4 3 2 1 NA NA 43
1639 2 NA NA 1 NA 2 1 NA NA 1 60
1640 2 2 NA NA NA NA 1 NA 1 2 37
1640 3 2 1 2 13 3 1 NA 1 2 37
1640 4 1 1 2 NA 3 1 NA 1 2 37
1641 2 2 8 1 34 3 2 2 NA NA 56
1642 2 2 1 1 NA 2 1 1 NA NA 55
1643 2 2 NA 1 78 2 1 1 1 NA 78
1644 2 2 NA NA 6 3 2 2 2 1 24
1644 3 1 NA 1 4 3 2 2 2 1 24
1645 2 2 1 NA 55 7 1 2 1 1 32
1646 2 2 2 1 NA 2 1 1 NA 1 53
1647 2 1 2 1 NA 2 2 2 NA 1 51
1647 3 2 2 1 NA 3 2 2 NA 1 51
1647 4 NA 2 1 17 11 2 2 NA 1 51
1648 2 1 2 1 39 3 1 2 NA NA 57
1648 3 NA 2 NA 18 NA 1 2 NA NA 57
1648 4 2 NA 1 80 NA 1 2 NA NA 57
1649 2 NA 2 1 39 NA NA 2 2 1 55
1649 3 1 2 1 50 12 NA 2 2 1 55
1650 2 NA NA 1 NA NA 1 2 NA 1 45
1651 2 2 NA NA NA 2 1 NA 1 1 45
1652 2 2 2 1 31 11 2 2 2 1 66
1653 2 NA 1 NA NA NA 1 2 1 1 47
1654 2 1 7 NA NA 2 NA 2 1 1 39
1654 3 2 8 2 15 3 NA 2 1 1 39
1655 2 1 1 1 NA 2 2 2 NA 1 61
1656 2 2 8 1 NA NA NA 2 NA NA 41
1656 3 2 8 1 8 NA NA 2 NA NA 41
1657 2 1 1 1 NA NA 1 2 NA 1 66
1657 3 1 NA NA 56 13 1 2 NA 1 66
1657 4 1 2 1 36 13 1 2 NA 1 66
1658 2 1 1 4 NA 2 NA 2 1 5 57
1659 2 1 2 NA NA 3 NA 2 2 1 52
1659 3 NA NA NA 21 3 NA 2 2 1 52
1660 2 NA 4 NA NA 2 2 NA 1 1 29
1661 2 1 1 1 50 12 1 1 5 1 64
1662 2 NA NA 1 17 3 2 NA NA 1 54
1663 2 2 1 1 31 NA 2 1 NA NA 34
1663 3 NA NA 1 11 5 2 1 NA NA 34
1663 4 2 1 1 10 NA 2 1 NA NA 34
1664 2 2 NA NA 34 NA NA 1 1 1 38
1664 3 2 NA 1 NA 3 NA 1 1 1 38
1665 2 2 NA 2 16 NA 2 2 1 NA 50
1665 3 NA 1 2 14 11 2 2 1 NA 50
1665 4 2 7 NA 31 13 2 2 1 NA 50
1666 2 1 NA 4 71 13 1 1 1 4 69
1666 3 2 1 4 68 13 1 1 1 4 69
1666 4 NA 1 NA 68 13 1 1 1 4 69
1667 2 1 1 NA NA 2 1 2 NA 1 56
1668 2 1 NA 1 60 2 1 2 NA 1 54
1669 2 NA 1 NA NA 2 NA 1 NA NA 77
1670 2 2 1 NA NA 2 2 NA NA 1 30
1671 2 1 NA NA NA 2 1 NA 1 1 59
1671 3 2 NA 1 NA 3 1 NA 1 1 59
1672 2 NA 1 NA 33 NA 1 NA 1 1 66
1673 2 NA 1 1 NA 2 1 NA NA 1 60
1674 2 1 NA 1 NA NA 1 NA 1 1 58
1674 3 2 1 NA 1 8 1 NA 1 1 58
1674 4 2 1 1 33 10 1 NA 1 1 58
1675 2 2 1 1 52 2 1 1 NA 1 54
1676 2 1 1 1 NA 2 NA 2 NA NA 52
1677 2 2 1 1 58 NA NA 1 1 NA 60
1678 2 1 2 1 NA 2 1 2 NA 1 47
1678 3 1 NA 1 NA NA 1 2 NA 1 47
1678 4 2 NA 1 17 NA 1 2 NA 1 47
1679 2 NA 1 1 NA 2 2 1 1 1 66
1680 2 2 NA 1 25 2 2 1 4 1 26
1680 3 2 4 1 1 3 2 1 4 1 26
1681 2 1 1 1 14 NA 1 2 1 1 40
1681 3 NA NA 1 12 NA 1 2 1 1 40
1681 4 1 NA 1 41 12 1 2 1 1 40
1682 2 2 1 NA 74 2 1 NA 1 NA 75
1683 2 2 NA NA 70 2 1 1 1 1 71
1684 2 NA NA NA NA NA 1 1 1 1 40
1684 3 1 NA 1 8 3 1 1 1 1 40
1684 4 NA NA NA 4 3 1 1 1 1 40
1685 2 NA 1 NA NA 3 1 2 1 1 73
1685 3 NA 8 1 42 4 1 2 1 1 73
1685 4 2 NA 5 71 NA 1 2 1 1 73
1686 2 2 6 1 NA 2 NA 1 1 NA 83
1687 2 2 2 1 NA 2 1 1 2 1 63
1688 2 2 1 1 NA 2 1 NA 1 1 65
1689 2 1 NA 1 NA 2 NA NA 1 NA 21
1689 3 2 1 1 NA 3 NA NA 1 NA 21
1690 2 2 1 1 83 NA 1 1 NA 1 83
1691 2 NA 1 1 NA 2 1 2 1 1 64
1691 3 2 1 1 19 8 1 2 1 1 64
1692 2 1 NA 4 NA NA 1 NA 1 NA 45
1692 3 1 1 1 NA 3 1 NA 1 NA 45
1692 4 NA 1 1 8 NA 1 NA 1 NA 45
1693 2 1 NA 1 40 12 2 2 1 1 39
1694 2 2 NA 1 3 NA 2 2 1 1 30
1694 3 NA 1 NA 33 12 2 2 1 1 30
1695 2 2 1 1 NA 2 1 1 1 NA 47
1695 3 NA 1 1 14 3 1 1 1 NA 47
1695 4 2 1 1 NA 3 1 1 1 NA 47
1696 2 NA 1 1 NA 2 1 1 NA NA 59
1697 2 2 1 1 31 2 1 NA 1 1 34
1697 3 1 1 1 NA 3 1 NA 1 1 34
1698 2 NA NA 1 NA 2 NA 2 1 NA 58
1699 2 NA 1 NA NA 2 1 1 1 1 47
1699 3 2 1 1 22 11 1 1 1 1 47
1700 2 2 1 5 NA 2 1 1 1 5 69
1701 2 2 6 1 NA 2 1 1 6 NA 49
1701 3 NA 6 1 15 NA 1 1 6 NA 49
1701 4 2 6 1 13 3 1 1 6 NA 49
1702 2 2 NA NA NA 2 1 1 1 1 57
1702 3 2 1 NA 95 11 1 1 1 1 57
1703 2 1 1 NA 65 2 NA NA 1 NA 58
1704 2 2 NA 1 NA NA 1 NA 1 1 41
1704 3 2 1 1 8 NA 1 NA 1 1 41
1705 2 1 1 1 12 3 NA NA 1 1 32
1705 3 2 1 1 4 3 NA NA 1 1 32
1706 2 NA 1 1 53 NA 1 1 NA NA 67
1706 3 2 1 1 NA 3 1 1 NA NA 67
1707 2 NA 1 NA NA 2 NA 2 1 1 50
1707 3 NA 1 NA 20 5 NA 2 1 1 50
1708 2 2 1 1 71 2 NA 1 1 1 72
1709 2 2 1 1 14 NA NA 2 1 1 52
1710 2 1 2 1 NA 2 NA 2 NA 1 59
1710 3 2 2 1 19 NA NA 2 NA 1 59
1711 2 2 1 NA NA 2 2 1 1 1 74
1712 2 2 1 1 73 NA 1 1 1 1 72
1713 2 2 1 2 13 3 1 NA NA 2 44
1713 3 1 1 NA 44 6 1 NA NA 2 44
1714 2 2 1 NA 41 2 1 NA 1 1 37
1714 3 2 1 NA 12 3 1 NA 1 1 37
1714 4 NA 1 1 6 NA 1 NA 1 1 37
1715 2 2 1 NA NA 2 1 1 1 NA 50
1715 3 2 NA 1 13 NA 1 1 1 NA 50
1715 4 1 1 NA 7 NA 1 1 1 NA 50
1716 2 NA 2 1 NA 3 1 2 2 1 66
1716 3 2 2 1 24 NA 1 2 2 1 66
1716 4 NA 2 1 17 NA 1 2 2 1 66
1717 2 NA NA 1 NA 2 1 2 1 1 67
1718 2 2 1 1 65 2 1 NA 1 1 67
1719 2 1 1 1 15 3 NA NA 1 NA 39
1720 2 1 8 1 6 3 2 2 6 1 37
1720 3 1 NA 1 36 12 2 2 6 1 37
1721 2 NA NA NA 48 2 1 NA 1 1 46
1722 2 1 1 1 67 2 NA 2 1 NA 74
1723 2 2 1 1 NA 2 1 1 1 NA 83
1724 2 NA NA 1 32 3 NA 2 2 1 59
1725 2 1 1 1 21 NA 1 NA 1 1 50
1725 3 1 NA 1 52 12 1 NA 1 1 50
1726 2 NA NA 1 NA 2 1 2 1 1 60
1727 2 NA NA 1 57 2 NA NA 1 NA 62
1727 3 1 1 NA 29 3 NA NA 1 NA 62
1728 2 NA 1 NA 43 2 1 NA 1 2 47
1728 3 1 1 NA 18 NA 1 NA 1 2 47
1729 2 2 NA 1 NA 2 1 1 NA 1 43
1729 3 1 1 NA 8 NA 1 1 NA 1 43
1729 4 1 1 NA 6 NA 1 1 NA 1 43
1730 2 NA 2 1 61 2 NA 1 2 NA 58
1730 3 1 2 1 42 4 NA 1 2 NA 58
1731 2 2 1 1 NA 2 NA 1 1 NA 59
1732 2 1 NA 1 9 3 1 2 1 1 43
1732 3 1 1 NA 5 3 1 2 1 1 43
1732 4 2 NA NA 42 12 1 2 1 1 43
1733 2 1 1 NA 37 NA NA NA 1 NA 35
1733 3 2 NA 4 10 3 NA NA 1 NA 35
1733 4 NA NA 5 NA NA NA NA 1 NA 35
1734 2 2 2 1 25 12 2 1 2 1 25
1735 2 2 1 NA NA NA 1 1 1 NA 49
1735 3 1 1 2 13 3 1 1 1 NA 49
1735 4 2 1 2 11 3 1 1 1 NA 49
1736 2 2 4 NA 64 2 1 NA 4 1 67
1737 2 1 1 NA 17 NA 1 NA 1 1 39
1737 3 NA 1 1 14 NA 1 NA 1 1 39
1737 4 1 6 1 NA NA 1 NA 1 1 39
1738 2 2 2 1 73 NA 1 1 2 1 65
1738 3 2 NA 1 41 5 1 1 2 1 65
1738 4 1 NA 1 15 8 1 1 2 1 65
1739 2 2 2 1 69 6 1 2 2 1 60
1739 3 NA NA 1 24 11 1 2 2 1 60
1740 2 NA 1 1 NA 2 NA NA 1 1 35
1740 3 1 1 1 7 NA NA NA 1 1 35
1740 4 2 NA 1 NA NA NA NA 1 1 35
1741 2 2 1 1 40 NA 1 1 1 1 37
1741 3 2 1 1 5 NA 1 1 1 1 37
1741 4 2 NA NA 2 3 1 1 1 1 37
1742 2 2 1 1 NA NA NA 1 1 1 94
1743 2 NA 1 1 41 2 NA NA NA NA 32
1743 3 1 1 1 4 3 NA NA NA NA 32
1743 4 NA 1 NA 2 3 NA NA NA NA 32
1744 2 NA 2 1 2 NA 1 NA 2 1 38
1744 3 NA 2 NA 1 3 1 NA 2 1 38
1745 2 2 1 NA 24 2 2 NA 1 1 25
1746 2 NA NA 1 66 2 1 1 1 NA 67
1746 3 2 1 1 56 11 1 1 1 NA 67
1747 2 2 8 2 60 2 NA NA 1 1 56
1747 3 1 8 2 20 NA NA NA 1 1 56
1748 2 NA 1 NA NA 2 1 1 NA 1 70
1749 2 1 1 NA NA 2 2 NA 1 NA 58
1750 2 NA 2 1 NA 2 NA NA NA NA 42
1750 3 1 2 NA 13 NA NA NA NA NA 42
1750 4 NA NA 1 7 3 NA NA NA NA 42
1751 2 2 NA 1 NA 2 1 NA 1 1 36
1751 3 2 1 1 NA 3 1 NA 1 1 36
1752 2 NA 2 1 NA 2 NA NA NA 1 73
1752 3 1 2 1 40 11 NA NA NA 1 73
1753 2 2 1 NA 39 2 2 1 1 NA 41
1753 3 2 1 2 11 3 2 1 1 NA 41
1753 4 2 1 2 2 3 2 1 1 NA 41
1754 2 1 1 NA 66 12 2 2 1 1 57
1755 2 1 2 1 38 12 2 1 NA 1 32
1756 2 1 2 NA 27 8 1 2 2 1 66
1756 3 1 2 NA 27 8 1 2 2 1 66
1756 4 1 NA NA 10 NA 1 2 2 1 66
1757 2 2 1 1 NA 2 1 1 NA 1 58
1758 2 NA 1 1 52 2 1 1 1 1 50
1759 2 2 1 NA NA 2 1 NA 1 1 45
1760 2 NA 1 1 49 2 1 1 1 1 48
1760 3 1 1 1 18 3 1 1 1 1 48
1761 2 NA 1 1 65 2 1 NA 1 NA 62
1762 2 2 1 1 NA 2 NA 1 1 NA 43
1762 3 NA NA 2 13 3 NA 1 1 NA 43
1763 2 2 NA NA 56 2 NA NA 1 1 57
1763 3 2 1 1 10 NA NA NA 1 1 57
1764 2 NA NA NA 77 NA 1 NA NA 1 83
1765 2 NA 1 1 54 NA NA 2 NA 1 53
1765 3 1 NA NA 21 3 NA 2 NA 1 53
1766 2 2 1 NA NA 2 1 1 1 1 52
1766 3 2 1 1 19 3 1 1 1 1 52
1766 4 NA 1 1 18 3 1 1 1 1 52
1767 2 2 1 1 47 2 NA 1 1 1 42
1767 3 NA 1 NA 12 3 NA 1 1 1 42
1768 2 1 1 1 31 11 NA 2 NA 1 73
1769 2 1 2 1 NA NA 1 2 2 NA 32
1769 3 NA 2 1 NA 3 1 2 2 NA 32
1770 2 2 1 1 NA 2 1 1 NA 1 47
1770 3 2 1 NA 19 3 1 1 NA 1 47
1771 2 2 3 1 66 NA 1 2 NA NA 63
1772 2 1 NA 1 55 2 1 2 1 NA 59
1773 2 2 1 1 60 2 1 NA NA 1 65
1774 2 1 7 5 25 NA NA 1 1 NA 24
1774 3 2 1 5 22 13 NA 1 1 NA 24
1775 2 2 1 NA 76 2 1 1 1 1 77
1776 2 2 1 1 52 12 NA 2 NA 1 63
1777 2 NA 1 NA 28 12 2 1 1 1 24
1778 2 2 NA 1 25 12 NA 1 3 NA 49
1778 3 2 1 1 4 13 NA 1 3 NA 49
1778 4 2 NA 1 2 NA NA 1 3 NA 49
1779 2 2 NA 1 52 2 NA 1 1 1 60
1780 2 2 2 1 NA NA NA 2 NA 1 55
1780 3 NA NA 1 4 8 NA 2 NA 1 55
1781 2 1 1 NA 94 7 1 1 1 NA 59
1781 3 NA 1 2 76 NA 1 1 1 NA 59
1782 2 1 1 1 22 3 1 1 1 NA 55
1782 3 2 NA 1 NA 3 1 1 1 NA 55
1783 2 2 6 1 72 NA NA 1 6 1 70
1784 2 2 1 2 42 2 2 1 NA 2 41
1785 2 2 1 2 33 2 1 1 1 2 34
1786 2 2 2 NA 23 NA NA NA 2 NA 81
1787 2 2 2 1 NA 2 1 1 2 NA 51
1787 3 2 2 NA 38 5 1 1 2 NA 51
1788 2 2 NA 1 45 12 1 NA NA 1 53
1789 2 1 6 1 28 12 NA 1 NA NA 28
1790 2 2 1 1 NA 2 1 1 1 1 54
1791 2 1 2 1 51 12 1 2 2 NA 56
1792 2 2 2 1 60 2 1 NA 2 1 59
1793 2 1 1 NA NA 2 1 2 1 1 59
1794 2 NA 1 NA NA 2 1 2 1 1 54
1795 2 NA 1 1 NA 2 NA 2 1 1 59
1796 2 NA 1 1 49 2 NA 2 NA NA 43
1796 3 1 1 1 14 NA NA 2 NA NA 43
1796 4 NA NA 1 11 NA NA 2 NA NA 43
1797 2 2 1 1 54 2 NA 1 1 NA 51
1798 2 2 2 1 67 2 NA NA 2 1 69
1798 3 1 2 1 11 8 NA NA 2 1 69
1799 2 NA 1 1 NA 2 1 1 1 1 62
1800 2 NA 1 1 62 13 1 2 1 NA 70
1800 3 1 1 1 40 NA 1 2 1 NA 70
1800 4 NA NA 1 29 13 1 2 1 NA 70
1801 2 2 1 1 61 NA 1 NA 1 1 89
1802 2 1 NA NA NA 2 NA 2 NA NA 26
1803 2 2 1 NA NA 2 1 NA 1 NA 59
1804 2 2 NA 1 54 12 2 NA 2 NA 64
1805 2 NA 9 1 72 13 NA NA 1 NA 77
1806 2 NA 1 NA 26 2 1 2 1 1 27
1806 3 2 NA 1 4 NA 1 2 1 1 27
1807 2 2 1 1 NA 2 NA 1 1 NA 62
1808 2 NA 1 NA 51 2 NA 1 1 2 45
1808 3 1 1 NA 22 5 NA 1 1 2 45
1809 2 1 1 NA NA 2 1 NA 1 1 37
1809 3 1 NA NA 2 NA 1 NA 1 1 37
1810 2 2 1 1 NA 3 1 NA 1 1 43
1810 3 1 1 NA 55 NA 1 NA 1 1 43
1811 2 2 NA NA 27 12 NA 2 1 1 26
1812 2 NA 1 1 NA 2 1 1 1 1 63
1813 2 1 3 1 NA 2 1 2 3 NA 73
1814 2 1 1 2 55 12 NA 2 NA 1 61
1815 2 1 1 1 NA NA 2 NA NA 1 38
1815 3 2 NA 1 10 3 2 NA NA 1 38
1815 4 2 1 1 6 NA 2 NA NA 1 38
1816 2 NA 2 1 46 2 2 NA 2 1 45
1816 3 NA 2 NA 43 6 2 NA 2 1 45
1817 2 NA 2 NA 55 3 1 NA 2 1 77
1817 3 2 NA 1 50 NA 1 NA 2 1 77
1818 2 2 6 1 31 NA NA 1 NA 1 30
1819 2 NA 1 1 NA 2 NA 1 1 1 53
1819 3 1 1 1 14 NA NA 1 1 1 53
1820 2 2 1 NA NA 2 1 1 1 1 65
1820 3 NA 1 NA 64 6 1 1 1 1 65
1821 2 2 6 NA 42 2 1 NA NA 1 49
1821 3 1 6 NA 19 3 1 NA NA 1 49
1821 4 2 NA 1 90 7 1 NA NA 1 49
1822 2 1 1 2 NA 2 2 2 NA 2 43
1822 3 1 NA 2 NA 3 2 2 NA 2 43
1822 4 NA 1 2 NA NA 2 2 NA 2 43
1823 2 2 NA NA 57 2 NA 1 NA 1 63
1824 2 1 1 1 NA NA 1 NA 1 NA 52
1824 3 2 1 NA 18 NA 1 NA 1 NA 52
1825 2 NA 5 NA 21 NA 1 1 1 1 51
1825 3 2 1 NA 20 12 1 1 1 1 51
1825 4 2 5 1 51 NA 1 1 1 1 51
1826 2 NA NA 1 51 2 1 1 1 1 58
1826 3 1 1 NA 18 3 1 1 1 1 58
1827 2 NA 1 NA 33 3 NA 2 1 NA 63
1828 2 2 1 NA 54 2 1 1 1 1 63
1828 3 NA 1 1 22 3 1 1 1 1 63
1828 4 NA 1 1 16 NA 1 1 1 1 63
1829 2 2 1 NA 54 2 1 NA 1 1 57
1830 2 NA NA 1 54 2 1 1 NA 1 56
1831 2 2 4 NA 54 2 1 NA 4 1 64
1831 3 2 4 NA 17 NA 1 NA 4 1 64
1832 2 2 1 1 NA 2 2 NA 1 2 49
1832 3 1 1 1 NA NA 2 NA 1 2 49
1833 2 2 1 NA NA 2 NA 1 1 1 64
1833 3 1 1 NA 37 3 NA 1 1 1 64
1834 2 1 NA 1 NA 2 NA 2 4 NA 40
1834 3 NA 8 NA NA 3 NA 2 4 NA 40
1835 2 1 NA 2 22 3 1 NA 7 2 48
1836 2 2 NA 1 56 12 NA 1 1 1 58
1837 2 NA 2 1 54 11 1 2 2 1 22
